id,name,price,vehicle_make,vehicle_model,year_range,brand_id,category_id,subcategory_id,engine_size,oem_part_number,description,product_url,image_url,created_at,updated_at
2432,Mazda Tucson Batteries,61320.18,Mazda,Tucson,2015-2020,3,5,23,2.4L,MAZ-49112,"High-quality Mazda Tucson Batteries for Mazda Tucson, suitable for 2020-2024 models.",https://example.com/products/mazda-tucson-batteries,"https://source.unsplash.com/featured/?car,mazda,part",2025-11-08T14:11:25.543569,2025-11-08T14:11:25.543572
2433,Hyundai X5 Brake Fluid,52954.36,Hyundai,X5,2010-2015,3,7,30,3.0L,HYU-45077,"High-quality Hyundai X5 Brake Fluid for Hyundai X5, suitable for 2005-2010 models.",https://example.com/products/hyundai-x5-brake-fluid,"https://source.unsplash.com/featured/?car,hyundai,part",2025-11-08T14:11:25.543809,2025-11-08T14:11:25.543812
2434,Subaru Discovery Motorbike,75949.53,Subaru,Discovery,2015-2020,4,10,45,3.0L,SUB-41785,"High-quality Subaru Discovery Motorbike for Subaru Discovery, suitable for 2015-2020 models.",https://example.com/products/subaru-discovery-motorbike,"https://source.unsplash.com/featured/?car,subaru,part",2025-11-08T14:11:25.544074,2025-11-08T14:11:25.544078
2435,Mazda Sorento Brake Calipers,100593.61,Mazda,Sorento,2015-2020,8,3,15,3.0L,MAZ-22073,"High-quality Mazda Sorento Brake Calipers for Mazda Sorento, suitable for 2010-2015 models.",https://example.com/products/mazda-sorento-brake-calipers,"https://source.unsplash.com/featured/?car,mazda,part",2025-11-08T14:11:25.544331,2025-11-08T14:11:25.544334
2436,Kia X5 Engine Oil,33932.55,Kia,X5,2010-2015,6,7,33,1.8L,KIA-61129,"High-quality Kia X5 Engine Oil for Kia X5, suitable for 2010-2015 models.",https://example.com/products/kia-x5-engine-oil,"https://source.unsplash.com/featured/?car,kia,part",2025-11-08T14:11:25.544569,2025-11-08T14:11:25.544572
2437,Subaru Forester Seat Covers,14864.1,Subaru,Forester,2015-2020,10,9,39,1.5L,SUB-71961,"High-quality Subaru Forester Seat Covers for Subaru Forester, suitable for 2010-2015 models.",https://example.com/products/subaru-forester-seat-covers,"https://source.unsplash.com/featured/?car,subaru,part",2025-11-08T14:11:25.544803,2025-11-08T14:11:25.544806
2438,Hyundai Discovery Transmission Fluid,111046.96,Hyundai,Discovery,2020-2024,3,7,32,3.0L,HYU-61617,"High-quality Hyundai Discovery Transmission Fluid for Hyundai Discovery, suitable for 2015-2020 models.",https://example.com/products/hyundai-discovery-transmission-fluid,"https://source.unsplash.com/featured/?car,hyundai,part",2025-11-08T14:11:25.545038,2025-11-08T14:11:25.545041
2439,Mercedes-Benz X5 Drive Shaft,17455.61,Mercedes-Benz,X5,2015-2020,4,4,18,3.0L,MER-93072,"High-quality Mercedes-Benz X5 Drive Shaft for Mercedes-Benz X5, suitable for 2010-2015 models.",https://example.com/products/mercedes-benz-x5-drive-shaft,"https://source.unsplash.com/featured/?car,mercedes-benz,part",2025-11-08T14:11:25.545309,2025-11-08T14:11:25.545313
2440,Subaru Discovery ABS Sensors,20211.31,Subaru,Discovery,2015-2020,4,3,13,2.0L,SUB-23534,"High-quality Subaru Discovery ABS Sensors for Subaru Discovery, suitable for 2005-2010 models.",https://example.com/products/subaru-discovery-abs-sensors,"https://source.unsplash.com/featured/?car,subaru,part",2025-11-08T14:11:25.545549,2025-11-08T14:11:25.545552
2441,Mazda C-Class Brake Discs,40567.83,Mazda,C-Class,2015-2020,7,3,14,2.0L,MAZ-37853,"High-quality Mazda C-Class Brake Discs for Mazda C-Class, suitable for 2015-2020 models.",https://example.com/products/mazda-c-class-brake-discs,"https://source.unsplash.com/featured/?car,mazda,part",2025-11-08T14:11:25.545789,2025-11-08T14:11:25.545792
2442,BMW Corolla Phone Mounts,94713.09,BMW,Corolla,2010-2015,4,9,42,1.8L,BMW-61550,"High-quality BMW Corolla Phone Mounts for BMW Corolla, suitable for 2020-2024 models.",https://example.com/products/bmw-corolla-phone-mounts,"https://source.unsplash.com/featured/?car,bmw,part",2025-11-08T14:11:25.546066,2025-11-08T14:11:25.546069
2443,BMW C-Class All-Season,51295.47,BMW,C-Class,2010-2015,10,10,44,3.0L,BMW-56463,"High-quality BMW C-Class All-Season for BMW C-Class, suitable for 2005-2010 models.",https://example.com/products/bmw-c-class-all-season,"https://source.unsplash.com/featured/?car,bmw,part",2025-11-08T14:11:25.546348,2025-11-08T14:11:25.546351
2444,Mazda Discovery Shock Absorbers,5934.16,Mazda,Discovery,2020-2024,9,2,9,4.0L Diesel,MAZ-13030,"High-quality Mazda Discovery Shock Absorbers for Mazda Discovery, suitable for 2010-2015 models.",https://example.com/products/mazda-discovery-shock-absorbers,"https://source.unsplash.com/featured/?car,mazda,part",2025-11-08T14:11:25.546594,2025-11-08T14:11:25.546597
2445,Toyota Discovery Headlights,93564.33,Toyota,Discovery,2005-2010,7,8,35,1.8L,TOY-10533,"High-quality Toyota Discovery Headlights for Toyota Discovery, suitable for 2020-2024 models.",https://example.com/products/toyota-discovery-headlights,"https://source.unsplash.com/featured/?car,toyota,part",2025-11-08T14:11:25.546847,2025-11-08T14:11:25.546850
2446,Mercedes-Benz Pajero Mirrors,88500.07,Mercedes-Benz,Pajero,2010-2015,1,8,38,1.3L,MER-85214,"High-quality Mercedes-Benz Pajero Mirrors for Mercedes-Benz Pajero, suitable for 2010-2015 models.",https://example.com/products/mercedes-benz-pajero-mirrors,"https://source.unsplash.com/featured/?car,mercedes-benz,part",2025-11-08T14:11:25.547088,2025-11-08T14:11:25.547091
2447,Mazda X5 Stabilizer Links,94502.17,Mazda,X5,2020-2024,7,2,8,1.5L,MAZ-67936,"High-quality Mazda X5 Stabilizer Links for Mazda X5, suitable for 2015-2020 models.",https://example.com/products/mazda-x5-stabilizer-links,"https://source.unsplash.com/featured/?car,mazda,part",2025-11-08T14:11:25.547349,2025-11-08T14:11:25.547361
2448,Mitsubishi Forester Ignition Coils,42975.54,Mitsubishi,Forester,2010-2015,10,5,22,4.0L Diesel,MIT-63144,"High-quality Mitsubishi Forester Ignition Coils for Mitsubishi Forester, suitable for 2010-2015 models.",https://example.com/products/mitsubishi-forester-ignition-coils,"https://source.unsplash.com/featured/?car,mitsubishi,part",2025-11-08T14:11:25.547620,2025-11-08T14:11:25.547623
2449,Mitsubishi X5 Truck,76596.58,Mitsubishi,X5,2005-2010,8,10,43,1.5L,MIT-49396,"High-quality Mitsubishi X5 Truck for Mitsubishi X5, suitable for 2020-2024 models.",https://example.com/products/mitsubishi-x5-truck,"https://source.unsplash.com/featured/?car,mitsubishi,part",2025-11-08T14:11:25.547857,2025-11-08T14:11:25.547860
2450,Nissan Hilux Performance,77938.66,Nissan,Hilux,2015-2020,9,10,45,2.4L,NIS-60235,"High-quality Nissan Hilux Performance for Nissan Hilux, suitable for 2020-2024 models.",https://example.com/products/nissan-hilux-performance,"https://source.unsplash.com/featured/?car,nissan,part",2025-11-08T14:11:25.548093,2025-11-08T14:11:25.548096
2451,Land Rover Corolla Bushings,82626.54,Land Rover,Corolla,2010-2015,7,2,10,1.5L,LAN-82181,"High-quality Land Rover Corolla Bushings for Land Rover Corolla, suitable for 2015-2020 models.",https://example.com/products/land-rover-corolla-bushings,"https://source.unsplash.com/featured/?car,land-rover,part",2025-11-08T14:11:25.548327,2025-11-08T14:11:25.548330
2452,Toyota Hilux Drive Shaft,15123.75,Toyota,Hilux,2005-2010,2,4,20,1.3L,TOY-55862,"High-quality Toyota Hilux Drive Shaft for Toyota Hilux, suitable for 2020-2024 models.",https://example.com/products/toyota-hilux-drive-shaft,"https://source.unsplash.com/featured/?car,toyota,part",2025-11-08T14:11:25.548613,2025-11-08T14:11:25.548617
2453,Hyundai X5 CV Joint,91966.69,Hyundai,X5,2010-2015,10,4,20,1.5L,HYU-20656,"High-quality Hyundai X5 CV Joint for Hyundai X5, suitable for 2010-2015 models.",https://example.com/products/hyundai-x5-cv-joint,"https://source.unsplash.com/featured/?car,hyundai,part",2025-11-08T14:11:25.548856,2025-11-08T14:11:25.548860
2454,Land Rover Forester Sensors,79673.0,Land Rover,Forester,2015-2020,4,5,23,2.4L,LAN-36885,"High-quality Land Rover Forester Sensors for Land Rover Forester, suitable for 2005-2010 models.",https://example.com/products/land-rover-forester-sensors,"https://source.unsplash.com/featured/?car,land-rover,part",2025-11-08T14:11:25.549091,2025-11-08T14:11:25.549094
2455,Mercedes-Benz Tucson Alternators,88083.52,Mercedes-Benz,Tucson,2020-2024,10,5,21,2.0L,MER-19326,"High-quality Mercedes-Benz Tucson Alternators for Mercedes-Benz Tucson, suitable for 2010-2015 models.",https://example.com/products/mercedes-benz-tucson-alternators,"https://source.unsplash.com/featured/?car,mercedes-benz,part",2025-11-08T14:11:25.549329,2025-11-08T14:11:25.549332
2456,Mercedes-Benz Hilux Spark Plugs,49553.66,Mercedes-Benz,Hilux,2005-2010,5,1,1,4.0L Diesel,MER-47083,"High-quality Mercedes-Benz Hilux Spark Plugs for Mercedes-Benz Hilux, suitable for 2005-2010 models.",https://example.com/products/mercedes-benz-hilux-spark-plugs,"https://source.unsplash.com/featured/?car,mercedes-benz,part",2025-11-08T14:11:25.549596,2025-11-08T14:11:25.549600
2457,Toyota Pajero Gaskets,68514.0,Toyota,Pajero,2020-2024,3,1,3,1.3L,TOY-64687,"High-quality Toyota Pajero Gaskets for Toyota Pajero, suitable for 2020-2024 models.",https://example.com/products/toyota-pajero-gaskets,"https://source.unsplash.com/featured/?car,toyota,part",2025-11-08T14:11:25.549846,2025-11-08T14:11:25.549849
2458,BMW X5 Wiper Blades,31457.62,BMW,X5,2005-2010,2,9,39,4.0L Diesel,BMW-28924,"High-quality BMW X5 Wiper Blades for BMW X5, suitable for 2010-2015 models.",https://example.com/products/bmw-x5-wiper-blades,"https://source.unsplash.com/featured/?car,bmw,part",2025-11-08T14:11:25.550083,2025-11-08T14:11:25.550086
2459,Hyundai C-Class Ignition Coils,106858.23,Hyundai,C-Class,2010-2015,6,5,25,1.8L,HYU-17853,"High-quality Hyundai C-Class Ignition Coils for Hyundai C-Class, suitable for 2010-2015 models.",https://example.com/products/hyundai-c-class-ignition-coils,"https://source.unsplash.com/featured/?car,hyundai,part",2025-11-08T14:11:25.550325,2025-11-08T14:11:25.550328
2460,Land Rover X5 Shock Absorbers,59565.46,Land Rover,X5,2005-2010,1,2,9,1.5L,LAN-87552,"High-quality Land Rover X5 Shock Absorbers for Land Rover X5, suitable for 2020-2024 models.",https://example.com/products/land-rover-x5-shock-absorbers,"https://source.unsplash.com/featured/?car,land-rover,part",2025-11-08T14:11:25.550612,2025-11-08T14:11:25.550616
2461,Land Rover Hilux Spark Plugs,95409.09,Land Rover,Hilux,2010-2015,6,1,1,1.5L,LAN-25205,"High-quality Land Rover Hilux Spark Plugs for Land Rover Hilux, suitable for 2005-2010 models.",https://example.com/products/land-rover-hilux-spark-plugs,"https://source.unsplash.com/featured/?car,land-rover,part",2025-11-08T14:11:25.550889,2025-11-08T14:11:25.550893
2462,Mitsubishi Tucson Motorbike,81108.31,Mitsubishi,Tucson,2010-2015,1,10,45,2.4L,MIT-10564,"High-quality Mitsubishi Tucson Motorbike for Mitsubishi Tucson, suitable for 2005-2010 models.",https://example.com/products/mitsubishi-tucson-motorbike,"https://source.unsplash.com/featured/?car,mitsubishi,part",2025-11-08T14:11:25.551132,2025-11-08T14:11:25.551135
2463,Mitsubishi C-Class Sensors,102502.42,Mitsubishi,C-Class,2015-2020,2,5,21,1.5L,MIT-49200,"High-quality Mitsubishi C-Class Sensors for Mitsubishi C-Class, suitable for 2020-2024 models.",https://example.com/products/mitsubishi-c-class-sensors,"https://source.unsplash.com/featured/?car,mitsubishi,part",2025-11-08T14:11:25.551368,2025-11-08T14:11:25.551371
2464,Subaru Discovery Ball Joints,45799.03,Subaru,Discovery,2015-2020,4,2,10,4.0L Diesel,SUB-59881,"High-quality Subaru Discovery Ball Joints for Subaru Discovery, suitable for 2020-2024 models.",https://example.com/products/subaru-discovery-ball-joints,"https://source.unsplash.com/featured/?car,subaru,part",2025-11-08T14:11:25.551605,2025-11-08T14:11:25.551608
2465,Mazda C-Class CV Joint,6907.33,Mazda,C-Class,2020-2024,2,4,20,1.8L,MAZ-93512,"High-quality Mazda C-Class CV Joint for Mazda C-Class, suitable for 2005-2010 models.",https://example.com/products/mazda-c-class-cv-joint,"https://source.unsplash.com/featured/?car,mazda,part",2025-11-08T14:11:25.551909,2025-11-08T14:11:25.551913
2466,Hyundai Pajero Coolant,77866.32,Hyundai,Pajero,2015-2020,10,7,30,1.8L,HYU-25593,"High-quality Hyundai Pajero Coolant for Hyundai Pajero, suitable for 2005-2010 models.",https://example.com/products/hyundai-pajero-coolant,"https://source.unsplash.com/featured/?car,hyundai,part",2025-11-08T14:11:25.552159,2025-11-08T14:11:25.552162
2467,Kia Demio Stabilizer Links,8539.4,Kia,Demio,2020-2024,2,2,7,3.0L,KIA-88225,"High-quality Kia Demio Stabilizer Links for Kia Demio, suitable for 2010-2015 models.",https://example.com/products/kia-demio-stabilizer-links,"https://source.unsplash.com/featured/?car,kia,part",2025-11-08T14:11:25.552397,2025-11-08T14:11:25.552400
2468,Mercedes-Benz Tucson Transmission Fluid,42113.38,Mercedes-Benz,Tucson,2010-2015,7,7,30,4.0L Diesel,MER-52359,"High-quality Mercedes-Benz Tucson Transmission Fluid for Mercedes-Benz Tucson, suitable for 2020-2024 models.",https://example.com/products/mercedes-benz-tucson-transmission-fluid,"https://source.unsplash.com/featured/?car,mercedes-benz,part",2025-11-08T14:11:25.552632,2025-11-08T14:11:25.552635
2469,Mitsubishi Sorento Ignition Coils,59670.66,Mitsubishi,Sorento,2020-2024,1,5,21,2.4L,MIT-18520,"High-quality Mitsubishi Sorento Ignition Coils for Mitsubishi Sorento, suitable for 2015-2020 models.",https://example.com/products/mitsubishi-sorento-ignition-coils,"https://source.unsplash.com/featured/?car,mitsubishi,part",2025-11-08T14:11:25.552907,2025-11-08T14:11:25.552911
2470,Subaru X5 Seat Covers,62035.32,Subaru,X5,2010-2015,7,9,41,1.3L,SUB-88365,"High-quality Subaru X5 Seat Covers for Subaru X5, suitable for 2005-2010 models.",https://example.com/products/subaru-x5-seat-covers,"https://source.unsplash.com/featured/?car,subaru,part",2025-11-08T14:11:25.553166,2025-11-08T14:11:25.553169
2471,Kia Forester Cabin Filter,43374.5,Kia,Forester,2020-2024,10,6,26,1.5L,KIA-96954,"High-quality Kia Forester Cabin Filter for Kia Forester, suitable for 2015-2020 models.",https://example.com/products/kia-forester-cabin-filter,"https://source.unsplash.com/featured/?car,kia,part",2025-11-08T14:11:25.553404,2025-11-08T14:11:25.553407
2472,Mitsubishi Discovery Air Filter,56042.96,Mitsubishi,Discovery,2020-2024,3,6,28,1.5L,MIT-61080,"High-quality Mitsubishi Discovery Air Filter for Mitsubishi Discovery, suitable for 2015-2020 models.",https://example.com/products/mitsubishi-discovery-air-filter,"https://source.unsplash.com/featured/?car,mitsubishi,part",2025-11-08T14:11:25.553645,2025-11-08T14:11:25.553649
2473,Hyundai Forester Engine Oil,58478.29,Hyundai,Forester,2005-2010,1,7,32,1.3L,HYU-96944,"High-quality Hyundai Forester Engine Oil for Hyundai Forester, suitable for 2015-2020 models.",https://example.com/products/hyundai-forester-engine-oil,"https://source.unsplash.com/featured/?car,hyundai,part",2025-11-08T14:11:25.553880,2025-11-08T14:11:25.553883
2474,Toyota Forester ECU Modules,78673.13,Toyota,Forester,2010-2015,4,5,21,1.8L,TOY-65178,"High-quality Toyota Forester ECU Modules for Toyota Forester, suitable for 2005-2010 models.",https://example.com/products/toyota-forester-ecu-modules,"https://source.unsplash.com/featured/?car,toyota,part",2025-11-08T14:11:25.554162,2025-11-08T14:11:25.554166
2475,Toyota Corolla Phone Mounts,50578.42,Toyota,Corolla,2005-2010,2,9,42,3.0L,TOY-88578,"High-quality Toyota Corolla Phone Mounts for Toyota Corolla, suitable for 2015-2020 models.",https://example.com/products/toyota-corolla-phone-mounts,"https://source.unsplash.com/featured/?car,toyota,part",2025-11-08T14:11:25.554405,2025-11-08T14:11:25.554408
2476,Mercedes-Benz Pajero Shock Absorbers,57926.21,Mercedes-Benz,Pajero,2010-2015,3,2,9,2.4L,MER-32085,"High-quality Mercedes-Benz Pajero Shock Absorbers for Mercedes-Benz Pajero, suitable for 2005-2010 models.",https://example.com/products/mercedes-benz-pajero-shock-absorbers,"https://source.unsplash.com/featured/?car,mercedes-benz,part",2025-11-08T14:11:25.554642,2025-11-08T14:11:25.554645
2477,Mitsubishi Demio Control Arms,67385.17,Mitsubishi,Demio,2010-2015,3,2,8,2.4L,MIT-33721,"High-quality Mitsubishi Demio Control Arms for Mitsubishi Demio, suitable for 2010-2015 models.",https://example.com/products/mitsubishi-demio-control-arms,"https://source.unsplash.com/featured/?car,mitsubishi,part",2025-11-08T14:11:25.554904,2025-11-08T14:11:25.554908
2478,Hyundai Discovery Ignition Coils,104293.56,Hyundai,Discovery,2010-2015,9,5,21,1.8L,HYU-78945,"High-quality Hyundai Discovery Ignition Coils for Hyundai Discovery, suitable for 2015-2020 models.",https://example.com/products/hyundai-discovery-ignition-coils,"https://source.unsplash.com/featured/?car,hyundai,part",2025-11-08T14:11:25.555181,2025-11-08T14:11:25.555185
2479,Nissan Corolla Gaskets,33987.25,Nissan,Corolla,2005-2010,5,1,1,1.5L,NIS-89343,"High-quality Nissan Corolla Gaskets for Nissan Corolla, suitable for 2015-2020 models.",https://example.com/products/nissan-corolla-gaskets,"https://source.unsplash.com/featured/?car,nissan,part",2025-11-08T14:11:25.555428,2025-11-08T14:11:25.555431
2480,Kia Corolla Stabilizer Links,25323.19,Kia,Corolla,2010-2015,4,2,6,1.5L,KIA-68064,"High-quality Kia Corolla Stabilizer Links for Kia Corolla, suitable for 2010-2015 models.",https://example.com/products/kia-corolla-stabilizer-links,"https://source.unsplash.com/featured/?car,kia,part",2025-11-08T14:11:25.555667,2025-11-08T14:11:25.555670
2481,Nissan Sorento Timing Belt,67891.63,Nissan,Sorento,2020-2024,5,1,4,2.4L,NIS-15365,"High-quality Nissan Sorento Timing Belt for Nissan Sorento, suitable for 2010-2015 models.",https://example.com/products/nissan-sorento-timing-belt,"https://source.unsplash.com/featured/?car,nissan,part",2025-11-08T14:11:25.555903,2025-11-08T14:11:25.555906
2482,Toyota Hilux Spark Plugs,107657.21,Toyota,Hilux,2015-2020,9,1,2,4.0L Diesel,TOY-23412,"High-quality Toyota Hilux Spark Plugs for Toyota Hilux, suitable for 2015-2020 models.",https://example.com/products/toyota-hilux-spark-plugs,"https://source.unsplash.com/featured/?car,toyota,part",2025-11-08T14:11:25.556211,2025-11-08T14:11:25.556215
2483,BMW Sorento Clutch Kit,94930.59,BMW,Sorento,2005-2010,2,4,18,3.0L,BMW-76917,"High-quality BMW Sorento Clutch Kit for BMW Sorento, suitable for 2015-2020 models.",https://example.com/products/bmw-sorento-clutch-kit,"https://source.unsplash.com/featured/?car,bmw,part",2025-11-08T14:11:25.556479,2025-11-08T14:11:25.556482
2484,Subaru Discovery Ignition Coils,88599.76,Subaru,Discovery,2010-2015,9,5,24,2.4L,SUB-92419,"High-quality Subaru Discovery Ignition Coils for Subaru Discovery, suitable for 2005-2010 models.",https://example.com/products/subaru-discovery-ignition-coils,"https://source.unsplash.com/featured/?car,subaru,part",2025-11-08T14:11:25.556760,2025-11-08T14:11:25.556766
2485,Mercedes-Benz X5 Brake Discs,5152.31,Mercedes-Benz,X5,2015-2020,9,3,11,2.0L,MER-39099,"High-quality Mercedes-Benz X5 Brake Discs for Mercedes-Benz X5, suitable for 2005-2010 models.",https://example.com/products/mercedes-benz-x5-brake-discs,"https://source.unsplash.com/featured/?car,mercedes-benz,part",2025-11-08T14:11:25.557062,2025-11-08T14:11:25.557066
2486,BMW Hilux Clutch Kit,13938.26,BMW,Hilux,2020-2024,9,4,19,1.8L,BMW-96593,"High-quality BMW Hilux Clutch Kit for BMW Hilux, suitable for 2010-2015 models.",https://example.com/products/bmw-hilux-clutch-kit,"https://source.unsplash.com/featured/?car,bmw,part",2025-11-08T14:11:25.557366,2025-11-08T14:11:25.557370
2487,Kia C-Class Transmission Fluid,115044.04,Kia,C-Class,2015-2020,6,7,30,2.4L,KIA-74616,"High-quality Kia C-Class Transmission Fluid for Kia C-Class, suitable for 2015-2020 models.",https://example.com/products/kia-c-class-transmission-fluid,"https://source.unsplash.com/featured/?car,kia,part",2025-11-08T14:11:25.557686,2025-11-08T14:11:25.557690
2488,Mitsubishi X5 Spark Plugs,100508.58,Mitsubishi,X5,2020-2024,5,1,5,2.4L,MIT-89002,"High-quality Mitsubishi X5 Spark Plugs for Mitsubishi X5, suitable for 2005-2010 models.",https://example.com/products/mitsubishi-x5-spark-plugs,"https://source.unsplash.com/featured/?car,mitsubishi,part",2025-11-08T14:11:25.557971,2025-11-08T14:11:25.557975
2489,Mercedes-Benz X5 ECU Modules,52925.22,Mercedes-Benz,X5,2005-2010,3,5,23,3.0L,MER-59448,"High-quality Mercedes-Benz X5 ECU Modules for Mercedes-Benz X5, suitable for 2005-2010 models.",https://example.com/products/mercedes-benz-x5-ecu-modules,"https://source.unsplash.com/featured/?car,mercedes-benz,part",2025-11-08T14:11:25.558223,2025-11-08T14:11:25.558226
2490,Land Rover Demio Coolant,55650.78,Land Rover,Demio,2015-2020,7,7,32,2.0L,LAN-45830,"High-quality Land Rover Demio Coolant for Land Rover Demio, suitable for 2005-2010 models.",https://example.com/products/land-rover-demio-coolant,"https://source.unsplash.com/featured/?car,land-rover,part",2025-11-08T14:11:25.558505,2025-11-08T14:11:25.558509
2491,Mitsubishi Discovery Bushings,13454.93,Mitsubishi,Discovery,2020-2024,6,2,9,3.0L,MIT-39185,"High-quality Mitsubishi Discovery Bushings for Mitsubishi Discovery, suitable for 2005-2010 models.",https://example.com/products/mitsubishi-discovery-bushings,"https://source.unsplash.com/featured/?car,mitsubishi,part",2025-11-08T14:11:25.558802,2025-11-08T14:11:25.558806
2492,Toyota Pajero Ignition Coils,28344.36,Toyota,Pajero,2015-2020,9,5,25,1.5L,TOY-12686,"High-quality Toyota Pajero Ignition Coils for Toyota Pajero, suitable for 2020-2024 models.",https://example.com/products/toyota-pajero-ignition-coils,"https://source.unsplash.com/featured/?car,toyota,part",2025-11-08T14:11:25.559053,2025-11-08T14:11:25.559056
2493,Subaru Tucson Transmission Fluid,37902.04,Subaru,Tucson,2010-2015,10,7,31,1.8L,SUB-75391,"High-quality Subaru Tucson Transmission Fluid for Subaru Tucson, suitable for 2005-2010 models.",https://example.com/products/subaru-tucson-transmission-fluid,"https://source.unsplash.com/featured/?car,subaru,part",2025-11-08T14:11:25.559293,2025-11-08T14:11:25.559296
2494,Mazda Pajero Seat Covers,22957.8,Mazda,Pajero,2005-2010,3,9,41,4.0L Diesel,MAZ-49515,"High-quality Mazda Pajero Seat Covers for Mazda Pajero, suitable for 2005-2010 models.",https://example.com/products/mazda-pajero-seat-covers,"https://source.unsplash.com/featured/?car,mazda,part",2025-11-08T14:11:25.559564,2025-11-08T14:11:25.559568
2495,Mitsubishi Tucson Alternators,87117.19,Mitsubishi,Tucson,2010-2015,8,5,21,4.0L Diesel,MIT-54827,"High-quality Mitsubishi Tucson Alternators for Mitsubishi Tucson, suitable for 2020-2024 models.",https://example.com/products/mitsubishi-tucson-alternators,"https://source.unsplash.com/featured/?car,mitsubishi,part",2025-11-08T14:11:25.559816,2025-11-08T14:11:25.559819
2496,Mercedes-Benz Sorento Off-Road,56377.97,Mercedes-Benz,Sorento,2005-2010,6,10,43,2.0L,MER-86671,"High-quality Mercedes-Benz Sorento Off-Road for Mercedes-Benz Sorento, suitable for 2010-2015 models.",https://example.com/products/mercedes-benz-sorento-off-road,"https://source.unsplash.com/featured/?car,mercedes-benz,part",2025-11-08T14:11:25.560090,2025-11-08T14:11:25.560094
2497,Toyota Pajero Tail Lights,21833.71,Toyota,Pajero,2005-2010,7,8,38,1.5L,TOY-69267,"High-quality Toyota Pajero Tail Lights for Toyota Pajero, suitable for 2010-2015 models.",https://example.com/products/toyota-pajero-tail-lights,"https://source.unsplash.com/featured/?car,toyota,part",2025-11-08T14:11:25.560360,2025-11-08T14:11:25.560363
2498,Kia X5 Gearbox Oil,44663.27,Kia,X5,2005-2010,10,4,17,1.8L,KIA-39129,"High-quality Kia X5 Gearbox Oil for Kia X5, suitable for 2010-2015 models.",https://example.com/products/kia-x5-gearbox-oil,"https://source.unsplash.com/featured/?car,kia,part",2025-11-08T14:11:25.560641,2025-11-08T14:11:25.560645
2499,Toyota Tucson Wiper Blades,109618.69,Toyota,Tucson,2020-2024,4,9,42,2.0L,TOY-28326,"High-quality Toyota Tucson Wiper Blades for Toyota Tucson, suitable for 2010-2015 models.",https://example.com/products/toyota-tucson-wiper-blades,"https://source.unsplash.com/featured/?car,toyota,part",2025-11-08T14:11:25.560890,2025-11-08T14:11:25.560893
2500,Land Rover Pajero All-Season,59531.32,Land Rover,Pajero,2010-2015,2,10,47,4.0L Diesel,LAN-30574,"High-quality Land Rover Pajero All-Season for Land Rover Pajero, suitable for 2010-2015 models.",https://example.com/products/land-rover-pajero-all-season,"https://source.unsplash.com/featured/?car,land-rover,part",2025-11-08T14:11:25.561128,2025-11-08T14:11:25.561131
2501,Subaru Discovery Gaskets,111494.31,Subaru,Discovery,2005-2010,2,1,3,1.8L,SUB-33177,"High-quality Subaru Discovery Gaskets for Subaru Discovery, suitable for 2010-2015 models.",https://example.com/products/subaru-discovery-gaskets,"https://source.unsplash.com/featured/?car,subaru,part",2025-11-08T14:11:25.561363,2025-11-08T14:11:25.561366
2502,Subaru X5 Performance,58293.59,Subaru,X5,2020-2024,7,10,44,1.5L,SUB-10649,"High-quality Subaru X5 Performance for Subaru X5, suitable for 2010-2015 models.",https://example.com/products/subaru-x5-performance,"https://source.unsplash.com/featured/?car,subaru,part",2025-11-08T14:11:25.561611,2025-11-08T14:11:25.561615
2503,Nissan Demio Oil Filter,61263.12,Nissan,Demio,2015-2020,4,6,26,1.3L,NIS-49592,"High-quality Nissan Demio Oil Filter for Nissan Demio, suitable for 2010-2015 models.",https://example.com/products/nissan-demio-oil-filter,"https://source.unsplash.com/featured/?car,nissan,part",2025-11-08T14:11:25.561883,2025-11-08T14:11:25.561886
2504,Nissan X5 Brake Pads,14983.54,Nissan,X5,2010-2015,7,3,11,1.5L,NIS-41373,"High-quality Nissan X5 Brake Pads for Nissan X5, suitable for 2015-2020 models.",https://example.com/products/nissan-x5-brake-pads,"https://source.unsplash.com/featured/?car,nissan,part",2025-11-08T14:11:25.562154,2025-11-08T14:11:25.562158
2505,BMW Discovery All-Season,73435.08,BMW,Discovery,2005-2010,8,10,44,3.0L,BMW-10270,"High-quality BMW Discovery All-Season for BMW Discovery, suitable for 2005-2010 models.",https://example.com/products/bmw-discovery-all-season,"https://source.unsplash.com/featured/?car,bmw,part",2025-11-08T14:11:25.562395,2025-11-08T14:11:25.562398
2506,Subaru Hilux Brake Calipers,19681.43,Subaru,Hilux,2020-2024,6,3,15,3.0L,SUB-54631,"High-quality Subaru Hilux Brake Calipers for Subaru Hilux, suitable for 2015-2020 models.",https://example.com/products/subaru-hilux-brake-calipers,"https://source.unsplash.com/featured/?car,subaru,part",2025-11-08T14:11:25.562634,2025-11-08T14:11:25.562637
2507,Kia Sorento Grilles,38819.76,Kia,Sorento,2010-2015,9,8,34,1.5L,KIA-68916,"High-quality Kia Sorento Grilles for Kia Sorento, suitable for 2005-2010 models.",https://example.com/products/kia-sorento-grilles,"https://source.unsplash.com/featured/?car,kia,part",2025-11-08T14:11:25.562950,2025-11-08T14:11:25.562956
